Rut Proveedor,Nombre Empresa,Nro Licitación Pública,CodigoOC,Proviene de Gran Compra,IDProductoCM,Producto,Tipo de Producto,Marca,Modelo,Cantidad,Rut Unidad de Compra,Unidad de Compra,Fecha Envío OC,Región Unidad de Compra,Institución,Sector,year,month
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,3326-681-CM18,No,1536893,SUV HYUNDAI GRAND SANTA FE NC  3.3 AT PREMIUM AÑO 2018,SUV,HYUNDAI,GRAND SANTA FE NC  3.3 AT PREMIUM,2,61.938.500-4,Depto.Transportes L.3,2018-03-26,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,3
96.928.530-4,COMERCIAL AUTOMOTRIZ SPA,2239-4-LR17,3420-25-CM18,No,1538614,CAMIONETA MITSUBISHI L200 4X4 KATANA CRT AÑO 2018,CAMIONETA,MITSUBISHI,L200 4X4 KATANA CRT,1,61.101.054-0,Comando de Industria Militar e Ingeniería - CIMI,2018-03-27,Metropolitana,Ejército de Chile,FFAA,2018,3
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,868-134-CM18,No,1537031,SUV TOYOTA 4RUNNER 4X4 SR5 CONTROL VOLANTE AÑO 2018,SUV,TOYOTA,4RUNNER 4X4 SR5 CONTROL VOLANTE,1,72.222.000-5,Gobierno Regional de Aysen - XI Región,2018-03-27,Aysen,Gobierno Regional de Aysén,"Gob. Central, Universidades",2018,3
77.008.670-1,PORTILLO S.A.,2239-4-LR17,2996-173-CM18,No,1537045,CAMIONETA TOYOTA HILUX 2.4 4X2 MT DX (WIDE) AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT DX (WIDE),1,69.040.800-7,Salud,2018-03-27,Coquimbo,Ilustre Municipalidad de  Monte Patria,Municipalidades,2018,3
77.008.670-1,PORTILLO S.A.,2239-4-LR17,2996-174-CM18,No,1537045,CAMIONETA TOYOTA HILUX 2.4 4X2 MT DX (WIDE) AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT DX (WIDE),1,69.040.800-7,Salud,2018-03-27,Coquimbo,Ilustre Municipalidad de  Monte Patria,Municipalidades,2018,3
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,2780-189-CM18,No,1537091,CAMIONETA VOLKSWAGEN SAVEIRO NUEVA CABINA SIMPLE 1.6 MT POWER AÑO 2018,CAMIONETA,VOLKSWAGEN,SAVEIRO NUEVA CABINA SIMPLE 1.6 MT POWER,1,69.050.100-7,DEPARTAMENTO DE SALUD MUNICIPAL,2018-03-27,Valparaiso,I MUNICIPALIDAD DE LA LIGUA,Municipalidades,2018,3
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,4549-145-CM18,No,1538508,CAMIONETA NISSAN NP300 DC SE 2.3D MT AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT,1,69.060.700-k,UNIDAD DAEM,2018-03-28,Valparaiso,Ilustre Municipalidad de Quintero,Municipalidades,2018,3
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,5190-414-CM18,No,1538866,"SUV RENAULT DUSTER LIFE 1,6L 5MT 4X2 AÑO 2018",SUV,RENAULT,"DUSTER LIFE 1,6L 5MT 4X2",1,60.506.011-0,JENABIEN,2018-03-28,Metropolitana,Policía de Investigaciones de Chile,FFAA,2018,3
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,5190-414-CM18,No,1538878,SEDÁN RENAULT SYMBOL ZEN AÑO 2018,SEDÁN,RENAULT,SYMBOL ZEN,1,60.506.011-0,JENABIEN,2018-03-28,Metropolitana,Policía de Investigaciones de Chile,FFAA,2018,3
96.564.810-0,Guillermo Morales Ltda,2239-4-LR17,3775-28-CM18,No,1538644,SUV MITSUBISHI MONTERO SPORT 2.4 DIESEL 4X4 MT AÑO 2018,SUV,MITSUBISHI,MONTERO SPORT 2.4 DIESEL 4X4 MT,1,69.060.500-7,Secretaria Comunal De Planificacion,2018-03-29,Valparaiso,I MUNICIPALIDAD DE HIJUELAS,Municipalidades,2018,3
84.916.800-2,Callegari Ltda.,2239-4-LR17,2926-50-CM18,No,1538510,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,1,69.030.100-8,SALUD,2018-03-30,Atacama,ILUSTRE MUNICIPALIDAD DE CHAÑARAL,Municipalidades,2018,3
79.780.600-5,Cidef Comercial S.A.,2239-4-LR17,2671-52-CM18,No,1536817,CAMIONETA FOTON FT 500 LUX 4X4 AÑO 2018,CAMIONETA,FOTON,FT 500 LUX 4X4,1,69.150.400-K,ASEO MUNICIPALIDAD DE CONCEPCIÓN,2018-04-04,Biobio,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2018,4
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,3524-77-CM18,No,1537075,CAMIONETA VOLKSWAGEN AMAROK COMFORTLINE 4MOTION AT AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK COMFORTLINE 4MOTION AT,1,61.101.029-K,División de Ingenieros - DIVINGE,2018-04-02,Metropolitana,Ejército de Chile,FFAA,2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,669-19-CM18,No,1537062,SUV TOYOTA RAV4 LUJO 2.0 4X4 MT AÑO 2018,SUV,TOYOTA,RAV4 LUJO 2.0 4X4 MT,1,61.402.020-2,SEREMI de Coquimbo,2018-04-05,Coquimbo,SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES XI REGION,"Gob. Central, Universidades",2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,680-24-CM18,No,1537062,SUV TOYOTA RAV4 LUJO 2.0 4X4 MT AÑO 2018,SUV,TOYOTA,RAV4 LUJO 2.0 4X4 MT,1,61.402.014-8,SEREMI de Los Lagos,2018-04-05,Los Lagos,SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES XI REGION,"Gob. Central, Universidades",2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,685-7-CM18,No,1537068,SUV TOYOTA RUSH LEI 4X4 MEC AÑO 2018,SUV,TOYOTA,RUSH LEI 4X4 MEC,1,61.935.000-6,SEREMI Matropolitana,2018-04-05,Metropolitana,SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES XI REGION,"Gob. Central, Universidades",2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,673-24-CM18,No,1537068,SUV TOYOTA RUSH LEI 4X4 MEC AÑO 2018,SUV,TOYOTA,RUSH LEI 4X4 MEC,1,70.470.900-5,SEREMI del Libertador General Bernardo OHiggins,2018-04-04,Ohiggins,SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES XI REGION,"Gob. Central, Universidades",2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,2408-275-CM18,No,1537037,SUV TOYOTA FORTUNER SR5 4X4 TDI 2.8L AÑO 2018,SUV,TOYOTA,FORTUNER SR5 4X4 TDI 2.8L,1,69.170.100-K,IMUNI_LOSANGELES ADQUISICIONES,2018-04-24,Biobio,I MUNICIPALIDAD DE LOS ANGELES,Municipalidades,2018,4
82.120.600-6,ESTEBAN GUIC Y CIA LTDA,2239-4-LR17,612543-13-CM18,No,1538788,SUV MAZDA ALL NEW CX-5 R 2.0 AWD 6MT AÑO 2018,SUV,MAZDA,ALL NEW CX-5 R 2.0 AWD 6MT,1,61.979.930-5,Seremi de Magallanes,2018-04-03,Magallanes,Subsecretaría del Medio Ambiente,"Gob. Central, Universidades",2018,4
79.780.600-5,Cidef Comercial S.A.,2239-4-LR17,2671-60-CM18,No,1536817,CAMIONETA FOTON FT 500 LUX 4X4 AÑO 2018,CAMIONETA,FOTON,FT 500 LUX 4X4,1,69.150.400-K,ASEO MUNICIPALIDAD DE CONCEPCIÓN,2018-04-09,Biobio,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2018,4
94.141.000-6,DERCO S.P.A,2239-4-LR17,598-88-CM18,No,1538890,SUV SUZUKI GRAND NOMADE 2.4 2WD AT GLX SPORT AÑO 2018,SUV,SUZUKI,GRAND NOMADE 2.4 2WD AT GLX SPORT,2,61.513.000-1,Unidad de Abastecimiento DIPRECA,2018-04-02,Ohiggins,DIRECCION PREVISION DE CARABINEROS DE CHILE,"Gob. Central, Universidades",2018,4
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,770-147-CM18,No,1538782,SEDÁN MAZDA NEW MAZDA6 V 2.0L 6AT (CUERO NEGRO) AÑO 2018,SEDÁN,MAZDA,NEW MAZDA6 V 2.0L 6AT (CUERO NEGRO),1,60.604.000-8,Dirección Nacional de Fronteras y Limites del Estado,2018-04-03,Metropolitana,Dirección Nacional de Fronteras y Límites del Estado,"Gob. Central, Universidades",2018,4
81.198.400-0,AUTOMOTORA INALCO S A,2239-4-LR17,1596-106-CM18,Sí,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,4,72.227.000-2,Gobierno Regional del Maule,2018-04-03,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",2018,4
94.141.000-6,DERCO S.P.A,2239-4-LR17,4352-277-CM18,No,1538889,SUV SUZUKI GRAND NOMADE 2.4 2WD GLX SPORT AÑO 2018,SUV,SUZUKI,GRAND NOMADE 2.4 2WD GLX SPORT,2,69.141.400-0,Adquisiciones y Finanzas,2018-04-03,Nuble,ILUSTRE MUNICIPALIDAD DE QUILLON,Municipalidades,2018,4
79.567.420-9,KIA CHILE SPA,2239-4-LR17,552757-126-CM18,No,1538602,SUV KIA NUEVO SORENTO EX 2.2L DSL 6MT 2WD AÑO 2018,SUV,KIA,NUEVO SORENTO EX 2.2L DSL 6MT 2WD,1,69.091.200-7,Departamento de Salud Municipal,2018-04-04,Ohiggins,Ilustre Municipalidad de Pichilemu,Municipalidades,2018,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,751-118-CM18,No,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,1,72.232.200-2,Gobierno Regional de Atacama,2018-04-05,Atacama,Gobierno Regional de Atacama,"Gob. Central, Universidades",2018,4
79.575.250-1,INGENIERIA AUTOMOTRIZ MACIAS Y COMPANIA SPA,2239-4-LR17,3269-69-CM18,No,1538509,CAMIONETA NISSAN NP300 DC XE 2.3D MT AÑO 2018,CAMIONETA,NISSAN,NP300 DC XE 2.3D MT,1,61.103.018-5,Servicio Aerofotogramétrico,2018-04-10,Metropolitana,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,2018,4
78.585.230-3,Automotriz Tecnosur Limitada,2239-4-LR17,2671-64-CM18,No,1538511,CAMIONETA NISSAN NP300 DC XE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC XE 2.3D MT 4WD,1,69.150.400-K,ASEO MUNICIPALIDAD DE CONCEPCIÓN,2018-04-13,Biobio,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2018,4
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,5586-2251-CM18,No,1536917,SUV HYUNDAI SANTA FE DM  WGN 2.4 6M/T GLS PE AÑO 2018,SUV,HYUNDAI,SANTA FE DM  WGN 2.4 6M/T GLS PE,1,87.912.900-1,Universidad de la Frontera,2018-04-05,Araucania,Universidad de la Frontera,"Gob. Central, Universidades",2018,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,5148-123-CM18,No,1536733,SUV CHEVROLET NEW TRAVERSE 3.6L LT FWD AÑO 2018,SUV,CHEVROLET,NEW TRAVERSE 3.6L LT FWD,2,61.935.400-1,Fiscalía Nacional,2018-04-06,Metropolitana,Ministerio Publico,Legislativo y judicial,2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,3293-17-CM18,No,1537048,CAMIONETA TOYOTA HILUX 2.4 4X4 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT SR,1,69.231.100-0,Secretaria Municipal,2018-04-06,Los Lagos,ILUSTRE MUNICIPALIDAD DE CHAITEN,Municipalidades,2018,4
77.008.670-1,PORTILLO S.A.,2239-4-LR17,2341-752-CM18,No,1537028,SUV TOYOTA 4RUNNER 4X2 LIMITED AÑO 2018,SUV,TOYOTA,4RUNNER 4X2 LIMITED,1,69.072.700-5,OFICINA DE ADQUISICIONES,2018-04-07,Metropolitana,I MUNICIPALIDAD DE SAN BERNARDO,Municipalidades,2018,4
79.575.250-1,INGENIERIA AUTOMOTRIZ MACIAS Y COMPANIA SPA,2239-4-LR17,4921-28-CM18,No,1538512,CAMIONETA NISSAN NP300 DC LE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC LE 2.3D MT 4WD,2,69.252.000-9,DOM,2018-04-10,Los Lagos,ILUSTRE MUNICIPALIDAD COCHAMO,Municipalidades,2018,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-4-LR17,4291-900-CM18,No,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,1,70.791.800-4,Universidad de Antofagasta,2018-04-13,Antofagasta,Universidad de Antofagasta,"Gob. Central, Universidades",2018,4
80.522.900-4,KOVACS SPA,2239-4-LR17,3479-707-CM18,No,1536720,CAMIONETA CHEVROLET MONTANA LS 1.8 COMFORT AÑO 2018,CAMIONETA,CHEVROLET,MONTANA LS 1.8 COMFORT,1,69.220.600-2,Municipalidad De Calbuco,2018-04-12,Los Lagos,I MUNICIPALIDAD DE CALBUCO,Municipalidades,2018,4
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,3326-851-CM18,No,1537079,CAMIONETA VOLKSWAGEN AMAROK TRENDLINE 4X2 AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK TRENDLINE 4X2,1,61.938.500-4,Depto.Transportes L.3,2018-04-11,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,4
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,696961-55-CM18,No,1536879,SEDÁN HYUNDAI AZERA IG  3.0 AT PREMIUM AÑO 2018,SEDÁN,HYUNDAI,AZERA IG  3.0 AT PREMIUM,1,61.935.400-1,FR ARAUCANIA,2018-04-12,Araucania,Ministerio Publico,Legislativo y judicial,2018,4
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,2404-945-CM18,No,1536891,SEDÁN HYUNDAI GRAND I-10 BA SDN  MT GLS 2AB AC ABS FULL PE AÑO 2018,SEDÁN,HYUNDAI,GRAND I-10 BA SDN  MT GLS 2AB AC ABS FULL PE,3,69.010.300-1,IMUNI_IQUIQUE ADQUISICIONES,2018-04-12,Tarapaca,ILUSTRE MUNICIPALIDAD DE IQUIQUE,Municipalidades,2018,4
92.909.000-4,CURIFOR S.A.,2239-4-LR17,696954-53-CM18,No,1536790,SUV FORD EXPLORER XLT 3.5L 4X2 AÑO 2018,SUV,FORD,EXPLORER XLT 3.5L 4X2,1,61.935.400-1,FISCALIA LOS LAGOS,2018-04-12,Los Lagos,Ministerio Publico,Legislativo y judicial,2018,4
77.008.670-1,PORTILLO S.A.,2239-4-LR17,3729-94-CM18,No,1537055,SEDÁN TOYOTA NUEVO YARIS SEDAN GLI MT      AÑO 2018,SEDÁN,TOYOTA,NUEVO YARIS SEDAN GLI MT,2,69.090.300-8,Secpla,2018-04-12,Ohiggins,Ilustre Municipalidad de Chimbarongo,Municipalidades,2018,4
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,1469-492-CM18,No,1538623,SEDÁN TOYOTA CAMRY HYBRID AÑO 2018,SEDÁN,TOYOTA,CAMRY HYBRID,1,70.885.500-6,Universidad de Talca,2018-04-12,Maule,Universidad de Talca,"Gob. Central, Universidades",2018,4
77.008.670-1,PORTILLO S.A.,2239-4-LR17,5485-492-CM18,No,1537045,CAMIONETA TOYOTA HILUX 2.4 4X2 MT DX (WIDE) AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT DX (WIDE),1,60.910.000-1,FAC.CS.AGRONOMICAS Dirección Económ. y Adm,2018-04-13,Metropolitana,Universidad de Chile,"Gob. Central, Universidades",2018,4
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,3515-303-CM18,No,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,2,69.060.300-4,Direccion de Administracion y Finanzas,2018-04-16,Valparaiso,Ilustre Municipalidad de La Calera,Municipalidades,2018,4
79.575.250-1,INGENIERIA AUTOMOTRIZ MACIAS Y COMPANIA SPA,2239-4-LR17,4468-55-CM18,No,1537010,SUV NISSAN MURANO EXCLUSIVE CVT 4WD AÑO 2018,SUV,NISSAN,MURANO EXCLUSIVE CVT 4WD,1,69.253.200-7,Municipal,2018-04-16,Antofagasta,Ilustre Municipalidad de Sierra Gorda,Municipalidades,2018,4
94.141.000-6,DERCO S.P.A,2239-4-LR17,2724-398-CM18,No,1536845,CAMIONETA GREAT WALL WINGLE 6 GASOLINA 2.4 G 4X4 ELITE AÑO 2018,CAMIONETA,GREAT WALL,WINGLE 6 GASOLINA 2.4 G 4X4 ELITE,1,69.140.500-1,COMPRAS Y CONTRATACIONES MUNICIPALES,2018-04-18,Nuble,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,Municipalidades,2018,4
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,2724-407-CM18,No,1538510,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,1,69.140.500-1,COMPRAS Y CONTRATACIONES MUNICIPALES,2018-04-18,Nuble,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,Municipalidades,2018,4
77.008.670-1,PORTILLO S.A.,2239-4-LR17,4468-57-CM18,No,1537046,CAMIONETA TOYOTA HILUX 2.4 4X2 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT SR,1,69.253.200-7,Municipal,2018-04-18,Antofagasta,Ilustre Municipalidad de Sierra Gorda,Municipalidades,2018,4
77.008.670-1,PORTILLO S.A.,2239-4-LR17,4468-57-CM18,No,1537048,CAMIONETA TOYOTA HILUX 2.4 4X4 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT SR,1,69.253.200-7,Municipal,2018-04-18,Antofagasta,Ilustre Municipalidad de Sierra Gorda,Municipalidades,2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,3326-959-CM18,No,1537048,CAMIONETA TOYOTA HILUX 2.4 4X4 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT SR,1,61.938.500-4,Depto.Transportes L.3,2018-04-18,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,4
79.780.600-5,Cidef Comercial S.A.,2239-4-LR17,4352-334-CM18,No,1538576,CAMIONETA ZNA RICH DIESEL DIESEL 4X4 AÑO 2018,CAMIONETA,ZNA,RICH DIESEL DIESEL 4X4,1,69.141.400-0,Adquisiciones y Finanzas,2018-04-19,Nuble,ILUSTRE MUNICIPALIDAD DE QUILLON,Municipalidades,2018,4
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,2404-988-CM18,No,1536891,SEDÁN HYUNDAI GRAND I-10 BA SDN  MT GLS 2AB AC ABS FULL PE AÑO 2018,SEDÁN,HYUNDAI,GRAND I-10 BA SDN  MT GLS 2AB AC ABS FULL PE,1,69.010.300-1,IMUNI_IQUIQUE ADQUISICIONES,2018-04-19,Tarapaca,ILUSTRE MUNICIPALIDAD DE IQUIQUE,Municipalidades,2018,4
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,835727-117-CM18,No,1537048,CAMIONETA TOYOTA HILUX 2.4 4X4 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT SR,2,69.250.700-2,Administracion Municipal,2018-04-19,Arica Y Parinacota,Ilustre Municipalidad de General Lagos,Municipalidades,2018,4
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,2345-802-CM18,No,1537071,HATCHBACK TOYOTA YARIS SPORT GLE MT AÑO 2018,SEDÁN,TOYOTA,YARIS SPORT GLE MT,1,69.070.400-5,IMUNI_LAS CONDES DEPTO. ADMINISTRACION,2018-04-23,Metropolitana,MUNICIPALIDAD DE LAS CONDES,Municipalidades,2018,4
81.318.700-0,POMPEYO CARRASCO Y CIA LTDA,2239-4-LR17,3596-84-CM18,No,1538510,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,2,69.050.300-K,Municipalidad de Papudo - Dpto. Adquisiciones,2018-04-26,Valparaiso,I MUNICIPALIDAD DE PAPUDO,Municipalidades,2018,4
79.575.250-1,INGENIERIA AUTOMOTRIZ MACIAS Y COMPANIA SPA,2239-4-LR17,3731-118-CM18,No,1538510,CAMIONETA NISSAN NP300 DC SE 2.3D MT 4WD AÑO 2018,CAMIONETA,NISSAN,NP300 DC SE 2.3D MT 4WD,1,69.090.300-8,Depto Salud,2018-04-24,Ohiggins,Ilustre Municipalidad de Chimbarongo,Municipalidades,2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,1596-139-CM18,No,1538628,CAMIONETA TOYOTA HILUX 2.4 4X4 MT DX AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT DX,2,72.227.000-2,Gobierno Regional del Maule,2018-04-24,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",2018,4
96.889.440-4,Mediterraneo Automotores S.A.,2239-4-LR17,1596-140-CM18,No,1537048,CAMIONETA TOYOTA HILUX 2.4 4X4 MT SR AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X4 MT SR,2,72.227.000-2,Gobierno Regional del Maule,2018-04-24,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",2018,4
94.141.000-6,DERCO S.P.A,2239-4-LR17,3502-429-CM18,No,1538841,CAMIONETA MAZDA BT-50 DOBLE CABINA 3.2 SDX HIGH 6AT 4X4 DIESEL AÑO 2018,CAMIONETA,MAZDA,BT-50 DOBLE CABINA 3.2 SDX HIGH 6AT 4X4 DIESEL,2,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,2018-04-24,Araucania,MUNICIPALIDAD DE TRAIGUEN,Municipalidades,2018,4
84.807.200-1,BRUNO FRITSCH S.A.,2239-4-LR17,5517-188-CM18,No,1537054,SEDÁN TOYOTA NUEVO YARIS SEDAN GLI CVT AÑO 2018,SEDÁN,TOYOTA,NUEVO YARIS SEDAN GLI CVT,1,60.910.000-1,UCHILE FAC.ARTES Adquisiciones,2018-04-24,Metropolitana,Universidad de Chile,"Gob. Central, Universidades",2018,4
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,730736-244-CM18,No,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,1,69.090.900-6,Adquisiciones,2018-04-25,Ohiggins,I MUNICIPALIDAD DE PAREDONES,Municipalidades,2018,4
86.519.000-K,Maritano y Ebensperger Ltda.,2239-4-LR17,2992-941-CM18,No,1537045,CAMIONETA TOYOTA HILUX 2.4 4X2 MT DX (WIDE) AÑO 2018,CAMIONETA,TOYOTA,HILUX 2.4 4X2 MT DX (WIDE),1,69.040.800-7,I MUNICIPALIDAD DE MONTEPATRIA,2018-04-30,Coquimbo,Ilustre Municipalidad de  Monte Patria,Municipalidades,2018,4
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-4-LR17,2780-236-CM18,No,1538722,SUV SUZUKI ERTIGA 1.4 GLS AÑO 2018,SUV,SUZUKI,ERTIGA 1.4 GLS,1,69.050.100-7,DEPARTAMENTO DE SALUD MUNICIPAL,2018-04-27,Valparaiso,I MUNICIPALIDAD DE LA LIGUA,Municipalidades,2018,4
76.281.300-9,AUTOMOTORA MELHUISH SPA,2239-4-LR17,1596-147-CM18,No,1538481,CAMIONETA CHEVROLET NEW DMAX CC 2.5TD 4WD AÑO 2018,CAMIONETA,CHEVROLET,NEW DMAX CC 2.5TD 4WD,1,72.227.000-2,Gobierno Regional del Maule,2018-04-30,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",2018,4
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-4-LR17,1596-148-CM18,No,1536910,SUV HYUNDAI SANTA FE DM  WGN 2.2 CRDI 6A/T 4WD GLS FULL PE AÑO 2018,SUV,HYUNDAI,SANTA FE DM  WGN 2.2 CRDI 6A/T 4WD GLS FULL PE,1,72.227.000-2,Gobierno Regional del Maule,2018-04-30,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",2018,4
96.928.530-4,COMERCIAL AUTOMOTRIZ SPA,2239-4-LR17,1596-150-CM18,Sí,1538614,CAMIONETA MITSUBISHI L200 4X4 KATANA CRT AÑO 2018,CAMIONETA,MITSUBISHI,L200 4X4 KATANA CRT,3,72.227.000-2,Gobierno Regional del Maule,2018-04-30,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",2018,4
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,5240-126-CM18,Sí,1537078,CAMIONETA VOLKSWAGEN AMAROK TRENDLINE 4MOTION AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK TRENDLINE 4MOTION,3,61.938.500-4,Direccion de Compras Publicas de Carabineros,2018-05-23,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,5
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,5240-135-CM18,Sí,1537078,CAMIONETA VOLKSWAGEN AMAROK TRENDLINE 4MOTION AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK TRENDLINE 4MOTION,9,61.938.500-4,Direccion de Compras Publicas de Carabineros,2018-05-23,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,5
76.245.828-4,PORSCHE CHILE SPA.,2239-4-LR17,5240-135-CM18,Sí,1537079,CAMIONETA VOLKSWAGEN AMAROK TRENDLINE 4X2 AÑO 2018,CAMIONETA,VOLKSWAGEN,AMAROK TRENDLINE 4X2,4,61.938.500-4,Direccion de Compras Publicas de Carabineros,2018-05-23,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2018,5
77.008.670-1,PORTILLO S.A.,2239-4-LR17,2770-133-CM18,No,1537031,SUV TOYOTA 4RUNNER 4X4 SR5 CONTROL VOLANTE AÑO 2018,SUV,TOYOTA,4RUNNER 4X4 SR5 CONTROL VOLANTE,1,69.070.900-7,Unidades de Licitaciones- SECPLA,2018-05-14,Metropolitana,ILUSTRE MUNICIPALIDAD DE MAIPU,Municipalidades,2018,5
